status	job	reason	graph
SKIP	w10:573	fvp_runner rc=2: 	n0*=copy(L0,L1,·)
SKIP	w10:584	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_s2fjc4f6/uart.log) 	n0*=zeros.out(·,·)
SKIP	w10:617	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_z3mod3b_/uart.log) 	n0*=arange.out(·,·)
SKIP	w10:641	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_3ibyrms9/uart.log) 	n0*=ones.out(·,·)
MISMATCH	w10:632	out[0] max|delta|=2.694e+00 (rtol=0.01 atol=0.001)	n0*=max_pool2d_with_indices_backward.grad_input(L0,L1,·,·,·,·,·,L2,L3)
MISMATCH	w10:646	out[0] max|delta|=1.929e+00 (rtol=0.01 atol=0.001)	n0*=fill.Scalar(L0,·)
SKIP	w10:650	fvp_runner rc=2: 	n0*=pixel_unshuffle(L0,·)
SKIP	w10:21	fvp_runner rc=2: >> building runner (cache miss): backend=cortex-m target=cortex-m55 ops=9baf382d (shared SDK, no fetch) ... 	n0*=scatter_add.out(L0,·,L1,L2,·)
MISMATCH	w10:664	out[0] max|delta|=1.280e+02 (rtol=0.0 atol=0.0)	n0*=bitwise_right_shift.Tensor_Scalar(L0,·)
SKIP	w10:66	fvp_runner rc=2: 	n0*=convolution(L0,L1,·,·,·,·,·,·,·)
SKIP	w10:704	fvp_runner rc=2: 	n0*=pixel_shuffle(L0,·)
SKIP	w10:711	fvp_runner rc=2: 	n0*=expand_copy(L0,·,·)
SKIP	w10:705	fvp_runner rc=2: 	n0*=scatter_add.out(L0,·,L1,L2,·)
SKIP	w10:755	fvp_runner rc=2: 	n0*=native_group_norm(L0,·,·,·,·,·,·,·)
SKIP	w10:81	fvp_runner rc=2: 	n0*=where.self(L0,L1,L2)
MISMATCH	w100:119	out[0] max|delta|=1.000e+00 (rtol=0.01 atol=0.001)	n0*=logical_and.out(L0,L1,·)
MISMATCH	w100:122	out[0] max|delta|=2.847e+00 (rtol=0.01 atol=0.001)	n0*=fill.Scalar(L0,·)
SKIP	w100:13	fvp_runner rc=2: 	n0*=where.self(L0,L1,L2)
SKIP	w100:126	fvp_runner rc=2: 	n0*=pixel_unshuffle(L0,·)
SKIP	w100:157	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_wduigq5x/uart.log) 	n0*=full.out(·,·,·)
CRASH	w10:184	fvp_runner rc=5: >> building runner (cache miss): backend=cortex-m target=cortex-m55 ops=10383d3a (shared SDK, no fetch) ... cortex-m runner build failed (see /tmp/fvp_job_m2ik5bm3/build.fail.log) 	n0*=_fft_r2c(L0,·,·,·)
SKIP	w100:231	fvp_runner rc=2: 	n0*=native_group_norm(L0,·,·,·,·,·,·,·)
CRASH	w10:582	fvp_runner rc=5: >> building runner (cache miss): backend=cortex-m target=cortex-m55 ops=b0707b1a (shared SDK, no fetch) ... cortex-m runner build failed (see /tmp/fvp_job_onpknjuv/build.fail.log) 	n0*=linear(L0,L1,·)
MISMATCH	w100:263	out[0] max|delta|=2.599e-01 (rtol=0.01 atol=0.001)	n0*=index_put(L0,·,L1,·)
SKIP	w100:270	fvp_runner rc=2: 	n0*=scatter.src_out(L0,·,L1,L2,·)
SKIP	w100:288	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_3af9kpk4/uart.log) 	n0*=zeros.out(·,·)
SKIP	w100:278	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_gz_k93_x/uart.log) 	n0*=stack(·,·)
MISMATCH	w100:30	out[0] max|delta|=4.800e+01 (rtol=0.01 atol=0.001)	n0*=bitwise_left_shift.Tensor_out(L0,L1,·)
SKIP	w10:574	fvp_runner rc=2: >> building runner (cache miss): backend=cortex-m target=cortex-m55 ops=49f8cd31 (shared SDK, no fetch) ... no out-*.bin produced (see /tmp/fvp_job_dt_x_wu6/uart.log) 	n0*=stack(·,·)
SKIP	w100:316	fvp_runner rc=2: 	n0*=_pdist_forward(L0,·)
SKIP	w100:321	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_7hivfv0y/uart.log) 	n0*=arange.out(·,·)
MISMATCH	w100:350	out[0] max|delta|=4.980e-01 (rtol=0.01 atol=0.001)	n0*=fill.Scalar(L0,·)
SKIP	w100:345	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_iof82ixs/uart.log) 	n0*=ones.out(·,·)
SKIP	w100:415	fvp_runner rc=2: 	n0*=expand_copy(L0,·,·)
SKIP	w100:434	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_mii7j4sv/uart.log) 	n0*=arange.start_out(·,·,·,·)
SKIP	w100:428	fvp_runner rc=2: 	n0*=pixel_unshuffle(L0,·)
SKIP	w100:459	fvp_runner rc=2: 	n0*=native_group_norm(L0,·,·,·,·,·,·,·)
SKIP	w10:736	fvp_runner rc=2: >> building runner (cache miss): backend=cortex-m target=cortex-m55 ops=5e38e7e0 (shared SDK, no fetch) ... 	n0*=scatter.value_out(L0,·,L1,·,·)
SKIP	w10:758	fvp_runner rc=2: >> building runner (cache miss): backend=cortex-m target=cortex-m55 ops=d18286c8 (shared SDK, no fetch) ... 	n0*=minimum.out(L0,L1,·)
SKIP	w100:50	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_y9kv0ppg/uart.log) 	n0*=stack(·,·)
SKIP	w100:506	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job__c9u0k8q/uart.log) 	n0*=stack(·,·)
SKIP	w100:516	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_xe0zdgp7/uart.log) 	n0*=zeros.out(·,·)
CRASH	w10:412	fvp_runner rc=5: >> building runner (cache miss): backend=cortex-m target=cortex-m55 ops=10383d3a (shared SDK, no fetch) ... cortex-m runner build failed (see /tmp/fvp_job_oqkn90zk/build.fail.log) 	n0*=_fft_r2c(L0,·,·,·)
MISMATCH	w100:548	out[0] max|delta|=2.300e+01 (rtol=0.0 atol=0.0)	n0*=bitwise_right_shift.Tensor_out(L0,L1,·)
SKIP	w100:573	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_ahd034h0/uart.log) 	n0*=ones.out(·,·)
MISMATCH	w100:578	out[0] max|delta|=4.941e-01 (rtol=0.01 atol=0.001)	n0*=fill.Scalar(L0,·)
MISMATCH	w100:596	out[0] max|delta|=1.280e+02 (rtol=0.0 atol=0.0)	n0*=bitwise_right_shift.Tensor_Scalar(L0,·)
SKIP	w100:60	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job__0jiu24r/uart.log) 	n0*=zeros.out(·,·)
SKIP	w100:613	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_7hsn4u6p/uart.log) 	n0*=full.out(·,·,·)
MISMATCH	w100:646	out[0] max|delta|=1.000e+00 (rtol=0.0 atol=0.0)	n0*=pow.Scalar_out(·,L0,·)
CRASH	w100:145	fvp_runner rc=5: >> building runner (cache miss): backend=cortex-m target=cortex-m55 ops=b0707b1a (shared SDK, no fetch) ... cortex-m runner build failed (see /tmp/fvp_job__p1twjno/build.fail.log) 	n0*=linear.out(L0,L1,·,·)
SKIP	w100:662	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_bwvur__y/uart.log) 	n0*=arange.start_out(·,·,·,·)
SKIP	w100:697	fvp_runner rc=2: 	n0*=where.self(L0,L1,L2)
SKIP	w100:726	fvp_runner rc=2: 	n0*=scatter.src_out(L0,·,L1,L2,·)
SKIP	w100:734	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_71li2qe3/uart.log) 	n0*=stack(·,·)
SKIP	w100:744	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_tos8_1rs/uart.log) 	n0*=zeros.out(·,·)
MISMATCH	w100:760	out[0] max|delta|=4.000e+00 (rtol=0.0 atol=0.0)	n0*=remainder.Tensor_out(L0,L1,·)
MISMATCH	w100:76	out[0] max|delta|=2.000e+00 (rtol=0.01 atol=0.001)	n0*=remainder.Tensor_out(L0,L1,·)
SKIP	w100:93	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_ncd4z1g_/uart.log) 	n0*=arange.out(·,·)
SKIP	w101:100	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_sm81r8ck/uart.log) 	n0*=arange.start_out(·,·,·,·)
SKIP	w100:85	fvp_runner rc=2: 	n0*=native_group_norm(L0,·,·,·,·,·,·,·)
SKIP	w101:106	fvp_runner rc=2: 	n0*=scatter.value_out(L0,·,L1,·,·)
SKIP	w101:11	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_pb_6x2pm/uart.log) 	n0*=ones.out(·,·)
SKIP	w101:110	fvp_runner rc=2: 	n0*=permute_copy(L0,·)
SKIP	w101:135	fvp_runner rc=2: 	n0*=where.self(L0,L1,L2)
MISMATCH	w101:157	out[0] max|delta|=2.599e-01 (rtol=0.01 atol=0.001)	n0*=index_put(L0,·,L1,·)
MISMATCH	w101:16	out[0] max|delta|=1.945e+00 (rtol=0.01 atol=0.001)	n0*=fill.Scalar(L0,·)
SKIP	w101:164	fvp_runner rc=2: 	n0*=scatter.src_out(L0,·,L1,L2,·)
SKIP	w101:171	fvp_runner rc=2: 	n0*=copy(L0,L1,·)
SKIP	w101:172	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_sqwrf9nt/uart.log) 	n0*=stack(·,·)
SKIP	w101:210	fvp_runner rc=2: 	n0*=_pdist_forward(L0,·)
MISMATCH	w101:214	out[0] max|delta|=2.300e+01 (rtol=0.0 atol=0.0)	n0*=bitwise_right_shift.Tensor_out(L0,L1,·)
SKIP	w101:215	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_k2dx12le/uart.log) 	n0*=arange.out(·,·)
CRASH	w10:640	fvp_runner rc=5: >> building runner (cache miss): backend=cortex-m target=cortex-m55 ops=10383d3a (shared SDK, no fetch) ... cortex-m runner build failed (see /tmp/fvp_job_nm25olgf/build.fail.log) 	n0*=_fft_r2c(L0,·,·,·)
SKIP	w101:239	fvp_runner rc=2: no out-*.bin produced (see /tmp/fvp_job_pht1ub4w/uart.log) 	n0*=ones.out(·,·)
SKIP	w101:248	fvp_runner rc=2: 	n0*=pixel_unshuffle(L0,·)
SKIP	w101:322	fvp_runner rc=2: 	n0*=pixel_unshuffle(L0,·)
