w100:363	vgf_runner rc=134: /data/jwen929/mobile/vgf_client/vgf_runner.sh: line 79: 1964664 Aborted                 (core dumped) "$RUNNER" --model "$PTE" --inputs "$INARG" --output "$OUTDIR" > "$RUN_LOG" 2>&1 runner rc=134 (see /tmp/vgf_job_hd27hgad/run.log) 	n0=sum.IntList_out(L0,·,·,·,·) ; n1=clone(n0,·) ; n2=floor.out(n0,·) ; n3=unfold_copy(n2,·,·,·) ; n4=bitwise_or.Tensor_out(n3,n2,·) ; n5*=gt.Scalar_out(n1,·,·) ; n6*=add.Scalar(n3,·,·) ; n7*=lt.Tensor_out(n4,L1,·)
w100:437	vgf_runner rc=134: /data/jwen929/mobile/vgf_client/vgf_runner.sh: line 79: 1966719 Aborted                 (core dumped) "$RUNNER" --model "$PTE" --inputs "$INARG" --output "$OUTDIR" > "$RUN_LOG" 2>&1 runner rc=134 (see /tmp/vgf_job_wb5ep7wy/run.log) 	n0=any.dims_out(L0,·,·,·) ; n1=bitwise_and.Tensor_out(L1,n0,·) ; n2=to(n1,·) ; n3=bcast(n2,·) ; n4=gt.Tensor_out(n3,n0,·) ; n5=logit(n1,·) ; n6=unfold_copy(n1,·,·,·) ; n7*=unfold_copy(n6,·,·,·) ; n8=to(n5,·) ; n9=bcast(n8,·) ; n10*=copy(n4,n9,·) ; n11*=squeeze_copy.dim(n4,·)
w100:566	vgf_runner rc=134: /data/jwen929/mobile/vgf_client/vgf_runner.sh: line 79: 1970300 Aborted                 (core dumped) "$RUNNER" --model "$PTE" --inputs "$INARG" --output "$OUTDIR" > "$RUN_LOG" 2>&1 runner rc=134 (see /tmp/vgf_job_bfdksawb/run.log) 	n0=lt.Tensor_out(L0,L1,·) ; n1=t_copy(n0) ; n2=narrow_copy(n1,·,·,·) ; n3=bitwise_left_shift.Tensor_Scalar(n2,·) ; n4=logical_xor.out(n3,L2,·) ; n5*=div.Scalar_mode(n4,·,·) ; n6*=clone(n1,·) ; n7*=unfold_copy(n0,·,·,·)
w100:81	vgf_runner rc=134: /data/jwen929/mobile/vgf_client/vgf_runner.sh: line 79: 1974934 Aborted                 (core dumped) "$RUNNER" --model "$PTE" --inputs "$INARG" --output "$OUTDIR" > "$RUN_LOG" 2>&1 runner rc=134 (see /tmp/vgf_job_p3xgp2lk/run.log) 	n0=min(L0) ; n1=unfold_copy(n0,·,·,·) ; n2*=fmod.Scalar(n0,·) ; n3*=lift_fresh_copy(n1) ; n4=sub.Scalar(n0,·,·) ; n5=lt.Tensor_out(n4,n0,·) ; n6*=round.out(n5,·) ; n7*=alias_copy(n4)
w101:52	vgf_runner rc=134: /data/jwen929/mobile/vgf_client/vgf_runner.sh: line 79: 1984302 Aborted                 (core dumped) "$RUNNER" --model "$PTE" --inputs "$INARG" --output "$OUTDIR" > "$RUN_LOG" 2>&1 runner rc=134 (see /tmp/vgf_job_hpu9gygy/run.log) 	n0=lt.Scalar_out(L0,·,·) ; n1=abs.out(n0,·) ; n2=tan.out(n0,·) ; n3=slice(n1,·,·,·,·) ; n4=to(n2,·) ; n5=slice(n4,·,·,·,·) ; n6=min.dim_min(n1,·,·,n3,n5) ; n7*=narrow_copy(n6,·,·,·) ; n8=_pdist_forward(n6,·) ; n9*=bitwise_xor.Scalar(n0,·) ; n10*=any.dims_out(n8,·,·,·)
w103:26	vgf_runner rc=134: /data/jwen929/mobile/vgf_client/vgf_runner.sh: line 79: 2011432 Aborted                 (core dumped) "$RUNNER" --model "$PTE" --inputs "$INARG" --output "$OUTDIR" > "$RUN_LOG" 2>&1 runner rc=134 (see /tmp/vgf_job_0ojozbj6/run.log) 	n0=flip(L0,·) ; n1=max.unary_out(n0,·) ; n2=slice(n0,·,·,·,·) ; n3=scatter_add.out(n2,·,L1,n0,·) ; n4=bcast(n3,·) ; n5=to(n1,·) ; n6=bcast(n5,·) ; n7*=addmm.out(n2,n4,n6,·,·,·) ; n8*=sub.Scalar(n2,·,·) ; n9*=narrow_copy(n0,·,·,·) ; n10*=relu(n2) ; n11*=asin.out(n6,·)
w104:171	vgf_runner rc=134: /data/jwen929/mobile/vgf_client/vgf_runner.sh: line 79: 2027814 Aborted                 (core dumped) "$RUNNER" --model "$PTE" --inputs "$INARG" --output "$OUTDIR" > "$RUN_LOG" 2>&1 runner rc=134 (see /tmp/vgf_job_22sf9tpe/run.log) 	n0=any.dims_out(L0,·,·,·) ; n1=acos.out(n0,·) ; n2*=remainder.Scalar(n0,·) ; n3=sub.out(L1,n1,·,·) ; n4=sub.Scalar(n1,·,·) ; n5*=select_copy.int(n3,·,·) ; n6*=unfold_copy(n4,·,·,·) ; n7*=isinf(n4)
w104:658	vgf_runner rc=134: /data/jwen929/mobile/vgf_client/vgf_runner.sh: line 79: 2040489 Aborted                 (core dumped) "$RUNNER" --model "$PTE" --inputs "$INARG" --output "$OUTDIR" > "$RUN_LOG" 2>&1 runner rc=134 (see /tmp/vgf_job_6rm781ux/run.log) 	n0=argmax.out(L0,·,·,·) ; n1=floor_divide(n0,L1) ; n2*=log1p.out(n1,·) ; n3=narrow_copy(n1,·,·,·) ; n4*=bitwise_xor.Scalar_out(n3,·,·) ; n5*=unfold_copy(n0,·,·,·) ; n6*=floor_divide(n1,n0) ; n7*=bitwise_and.Tensor_out(n0,n0,·)
w105:167	vgf_runner rc=134: /data/jwen929/mobile/vgf_client/vgf_runner.sh: line 79: 2046077 Aborted                 (core dumped) "$RUNNER" --model "$PTE" --inputs "$INARG" --output "$OUTDIR" > "$RUN_LOG" 2>&1 runner rc=134 (see /tmp/vgf_job_0g4t9rk6/run.log) 	n0=argmin.out(L0,·,·,·) ; n1=clamp.out(n0,·,·,·) ; n2=bitwise_xor.Scalar_out(n0,·,n1) ; n3*=fmod.Scalar(n1,·) ; n4=unfold_copy(n0,·,·,·) ; n5*=narrow_copy(n4,·,·,·) ; n6*=logical_not(n4) ; n7*=flip(n2,·)
w107:308	vgf_runner rc=134: /data/jwen929/mobile/vgf_client/vgf_runner.sh: line 79: 2086952 Aborted                 (core dumped) "$RUNNER" --model "$PTE" --inputs "$INARG" --output "$OUTDIR" > "$RUN_LOG" 2>&1 runner rc=134 (see /tmp/vgf_job_0oxm79wm/run.log) 	n0=amin.out(L0,·,·,·) ; n1=rsqrt.out(n0,·) ; n2=unfold_copy(n1,·,·,·) ; n3=native_layer_norm(n2,·,·,·,·) ; n4=any.dims_out(n1,·,·,·) ; n5=atanh.out(n2,n3) ; n6*=remainder.Tensor_out(n5,n1,·) ; n7*=clone(n4,·)
