w16:923	3	NOREPRO	4		full graph diverges=False
w16:930	2	LOWERFAIL	4		dev=TIMEOUT
w16:937	0	OPERATOR	3		diverges alone (cone 3)
w16:956	0	OPERATOR	3		diverges alone (cone 3)
w16:965	0	LOWERFAIL	3		dev=TIMEOUT
w16:995	2	OPERATOR	4		diverges alone (cone 4)
w17:1016	0	OPERATOR	7		diverges alone (cone 7)
w17:104	0	NOREPRO	3		full graph diverges=False
w17:107	2	GRAPHOPT	3	n4	needs siblings ['n4']
w17:134	2	LOWERFAIL	4		dev=TIMEOUT
w17:136	1	OPERATOR	5		diverges alone (cone 5)
w17:139	3	LOWERFAIL	5		dev=TIMEOUT
w17:146	3	LOWERFAIL	7		dev=TIMEOUT
w17:179	1	LOWERFAIL	5		dev=TIMEOUT
w17:228	0	LOWERFAIL	6		dev=TIMEOUT
w17:239	0	OPERATOR	5		diverges alone (cone 5)
w17:266	0	OPERATOR	4		diverges alone (cone 4)
w17:29	2	OPERATOR	6		diverges alone (cone 6)
w17:317	0	OPERATOR	3		diverges alone (cone 3)
w17:332	0	LOWERFAIL	3		dev=TIMEOUT
w17:350	4	OPERATOR	6		diverges alone (cone 6)
w17:366	0	OPERATOR	3		diverges alone (cone 3)
w17:375	3	OPERATOR	3		diverges alone (cone 3)
w17:387	0	LOWERFAIL	3		dev=TIMEOUT
w17:39	3	NOREPRO	5		full graph diverges=False
w17:393	2	LOWERFAIL	5		dev=TIMEOUT
w17:40	1	LOWERFAIL	4		dev=TIMEOUT
w17:405	1	OPERATOR	3		diverges alone (cone 3)
w17:406	1	LOWERFAIL	2		dev=TIMEOUT
w17:414	4	LOWERFAIL	4		dev=TIMEOUT
w1:743	0	LOWERFAIL	2		dev=TIMEOUT
w1:744	2	LOWERFAIL	7		dev=TIMEOUT
w17:450	1	OPERATOR	2		diverges alone (cone 2)
w1:745	1	LOWERFAIL	4		dev=TIMEOUT
w17:454	0	NOREPRO	5		full graph diverges=False
w17:458	3	LOWERFAIL	3		dev=TIMEOUT
w17:467	1	OPERATOR	3		diverges alone (cone 3)
w17:490	2	LOWERFAIL	10		dev=TIMEOUT
w17:49	1	OPERATOR	3		diverges alone (cone 3)
w17:496	0	OPERATOR	4		diverges alone (cone 4)
w17:611	1	LOWERFAIL	3		dev=TIMEOUT
w17:612	1	LOWERFAIL	3		dev=TIMEOUT
w17:613	0	LOWERFAIL	4		dev=TIMEOUT
w17:620	0	OPERATOR	4		diverges alone (cone 4)
w17:627	1	OPERATOR	3		diverges alone (cone 3)
w17:633	0	LOWERFAIL	2		dev=TIMEOUT
w1:767	0	LOWERFAIL	7		dev=TIMEOUT
w17:680	0	OPERATOR	2		diverges alone (cone 2)
w17:697	3	LOWERFAIL	3		align(et=2,eager=4)
w17:701	3	OPERATOR	2		diverges alone (cone 2)
w17:71	2	OPERATOR	8		diverges alone (cone 8)
w17:723	2	NOREPRO	4		full graph diverges=False
w1:77	3	LOWERFAIL	5		dev=TIMEOUT
w17:755	0	OPERATOR	3		diverges alone (cone 3)
w1:777	0	OPERATOR	3		diverges alone (cone 3)
w17:778	1	LOWERFAIL	3		dev=TIMEOUT
w17:782	0	OPERATOR	2		diverges alone (cone 2)
w17:800	3	LOWERFAIL	4		dev=TIMEOUT
w17:812	2	LOWERFAIL	4		dev=TIMEOUT
w17:823	1	LOWERFAIL	3		dev=TIMEOUT
w17:836	0	OPERATOR	5		diverges alone (cone 5)
w17:837	0	GRAPHOPT	8	n4,n5,n6,n7	needs siblings ['n4', 'n5', 'n6', 'n7']
w17:884	0	NOREPRO	5		full graph diverges=False
w17:899	0	OPERATOR	3		diverges alone (cone 3)
w17:904	0	OPERATOR	10		diverges alone (cone 10)
w17:913	1	LOWERFAIL	6		dev=TIMEOUT
w17:914	0	OPERATOR	2		diverges alone (cone 2)
w17:921	4	GRAPHOPT	5	n1	needs siblings ['n1']
w17:923	1	OPERATOR	4		diverges alone (cone 4)
w17:946	2	GRAPHOPT	6	n6	needs siblings ['n6']
w17:955	2	LOWERFAIL	5		dev=TIMEOUT
w1:796	4	LOWERFAIL	2		align(et=2,eager=5)
w17:992	0	LOWERFAIL	5		dev=TIMEOUT
w18:116	0	OPERATOR	3		diverges alone (cone 3)
w18:14	0	OPERATOR	2		diverges alone (cone 2)
w18:164	0	LOWERFAIL	5		dev=TIMEOUT
w1:822	3	LOWERFAIL	4		dev=TIMEOUT
w18:234	0	LOWERFAIL	5		dev=TIMEOUT
w18:237	2	OPERATOR	7		diverges alone (cone 7)
w18:242	1	OPERATOR	3		diverges alone (cone 3)
w18:25	2	GRAPHOPT	5	n4	needs siblings ['n4']
w18:270	4	OPERATOR	4		diverges alone (cone 4)
w1:827	1	LOWERFAIL	5		dev=TIMEOUT
w18:292	1	OPERATOR	7		diverges alone (cone 7)
w18:293	2	OPERATOR	5		diverges alone (cone 5)
w1:833	2	LOWERFAIL	3		dev=TIMEOUT
w18:353	2	LOWERFAIL	6		dev=TIMEOUT
w18:376	0	LOWERFAIL	2		dev=TIMEOUT
w18:408	2	LOWERFAIL	3		dev=TIMEOUT
w18:441	3	LOWERFAIL	5		align(et=3,eager=5)
w18:448	3	OPERATOR	5		diverges alone (cone 5)
w18:449	0	OPERATOR	6		diverges alone (cone 6)
w18:500	0	OPERATOR	5		diverges alone (cone 5)
w18:507	0	OPERATOR	5		diverges alone (cone 5)
w1:853	0	LOWERFAIL	2		dev=TIMEOUT
w18:555	1	OPERATOR	3		diverges alone (cone 3)
w18:56	2	OPERATOR	5		diverges alone (cone 5)
w18:576	3	OPERATOR	5		diverges alone (cone 5)
w18:596	1	OPERATOR	4		diverges alone (cone 4)
w18:607	2	OPERATOR	4		diverges alone (cone 4)
w18:610	3	LOWERFAIL	4		dev=TIMEOUT
w18:620	1	OPERATOR	4		diverges alone (cone 4)
w18:645	3	LOWERFAIL	4		dev=TIMEOUT
w18:683	0	LOWERFAIL	3		dev=TIMEOUT
w18:691	0	LOWERFAIL	5		dev=TIMEOUT
w18:696	0	OPERATOR	3		diverges alone (cone 3)
w18:698	0	OPERATOR	3		diverges alone (cone 3)
w18:727	1	NOREPRO	3		full graph diverges=False
w18:728	1	OPERATOR	7		diverges alone (cone 7)
w18:778	0	OPERATOR	2		diverges alone (cone 2)
w18:805	3	LOWERFAIL	5		dev=TIMEOUT
w18:824	1	OPERATOR	4		diverges alone (cone 4)
w18:84	0	OPERATOR	5		diverges alone (cone 5)
w18:847	3	OPERATOR	3		diverges alone (cone 3)
w18:866	0	LOWERFAIL	3		dev=TIMEOUT
w18:870	4	OPERATOR	2		diverges alone (cone 2)
w18:898	1	OPERATOR	2		diverges alone (cone 2)
w18:92	2	OPERATOR	5		diverges alone (cone 5)
w18:926	0	OPERATOR	6		diverges alone (cone 6)
w18:937	3	LOWERFAIL	4		align(et=3,eager=4)
w18:948	1	LOWERFAIL	4		dev=TIMEOUT
w18:961	1	OPERATOR	4		diverges alone (cone 4)
w18:970	3	OPERATOR	4		diverges alone (cone 4)
